val1,val2,last_matrix
-153600.0,-53760.0,1
-129024.0,-122112.0,1
33792.0,-26048.0,2
23040.0,11520.0,1
-204288.0,-49280.0,1
9600.0,3136.0,2
179712.0,49920.0,1
41472.0,27648.0,2
-59904.0,-29952.0,2
-115200.0,-97280.0,2
92160.0,15360.0,1
5184.0,-16704.0,2
62208.0,41472.0,2
-10240.0,-1280.0,1
92160.0,76800.0,2
-113664.0,-26368.0,1
-54528.0,-23808.0,1
-25344.0,-48576.0,2
104448.0,161024.0,2
-301568.0,-92416.0,1
101376.0,67584.0,2
-69120.0,-30720.0,2
23040.0,-113664.0,2
7872.0,-6464.0,2
165888.0,82944.0,1
-30720.0,56320.0,2
-182016.0,-52992.0,1
-37120.0,-27520.0,1
70656.0,43008.0,2
-131328.0,-182400.0,2
-34560.0,-38400.0,2
-154112.0,-30464.0,1
-13824.0,-6144.0,2
-313728.0,-204288.0,2
-69120.0,-15360.0,1
-87552.0,-36480.0,2
0.0,13824.0,2
-92160.0,-35840.0,2
131072.0,-11264.0,1
-9216.0,-6912.0,2
-202176.0,-168896.0,2
46080.0,88320.0,2
-19712.0,-9728.0,1
-110592.0,-35328.0,1
-67392.0,-47424.0,2
20736.0,17664.0,2
-73216.0,-23296.0,1
-182784.0,1792.0,2
13824.0,-108288.0,2
-11520.0,-7680.0,2
18432.0,5120.0,1
-529920.0,-268800.0,2
34560.0,26880.0,2
-9216.0,0.0,2
-55296.0,-36864.0,2
-65536.0,-10240.0,1
-118784.0,-88064.0,1
27648.0,4608.0,1
101248.0,5824.0,1
10240.0,1024.0,1
69120.0,-38592.0,2
-76800.0,-12288.0,1
46592.0,4096.0,1
-138624.0,-72960.0,2
-2304.0,-7296.0,2
-115200.0,-21120.0,1
-215040.0,-25600.0,1
-231168.0,-150528.0,1
-164736.0,-42240.0,1
-71808.0,-52800.0,1
101376.0,16896.0,1
175104.0,29184.0,1
-30720.0,-47360.0,2
262656.0,175104.0,2
-8064.0,-41216.0,2
12672.0,3840.0,2
130176.0,7488.0,1
-165888.0,-79872.0,2
-8640.0,-12480.0,2
52224.0,26112.0,1
64512.0,32256.0,2
-184320.0,-35840.0,1
-157440.0,-21120.0,1
0.0,-13824.0,2
0.0,13824.0,2
-73728.0,-18432.0,1
4608.0,-2688.0,2
-26112.0,-63104.0,2
-83200.0,-37760.0,1
-36864.0,-98304.0,2
316800.0,93888.0,1
-102400.0,5120.0,1
-124800.0,-72960.0,2
-110592.0,-54272.0,2
-124416.0,-27648.0,1
-16128.0,-18816.0,2
64512.0,48384.0,2
207360.0,161280.0,2
-129024.0,-49536.0,1
3072.0,14336.0,2
0.0,13824.0,2
-153600.0,-53760.0,1
89856.0,-99072.0,2
15872.0,5888.0,1
0.0,1792.0,1
0.0,5760.0,2
175104.0,87552.0,1
-61440.0,-32640.0,1
8192.0,-704.0,1
-202752.0,-82944.0,1
-41472.0,-39168.0,1
18432.0,-33792.0,2
-20736.0,-74880.0,2
101376.0,16896.0,1
-11520.0,10752.0,2
226304.0,53248.0,1
-92160.0,-76800.0,2
-414720.0,-204800.0,2
5376.0,-13312.0,2
-22528.0,-62464.0,1
-153600.0,-53760.0,1
-8640.0,-18240.0,2
-87552.0,-69312.0,2
-38400.0,-3840.0,1
0.0,23040.0,2
-97280.0,4864.0,1
-113664.0,-41984.0,2
4608.0,3584.0,2
-65280.0,-26112.0,2
50688.0,81664.0,2
-46080.0,-7680.0,2
-33792.0,-17664.0,1
-9216.0,4608.0,1
175104.0,12160.0,2
-175104.0,-109440.0,2
-6912.0,-4352.0,2
-119808.0,-30720.0,1
-55296.0,-27648.0,1
-111872.0,-31616.0,1
-110592.0,-122880.0,2
29568.0,117824.0,2
