val1,val2,last_matrix
0.0,851840.0,2
892320.0,149600.0,1
-163296.0,290880.0,2
-257840.0,381920.0,2
-928.0,41440.0,1
-611424.0,249216.0,2
81576.0,607464.0,1
-198198.0,522236.0,2
3600.0,113680.0,1
-1515888.0,1603008.0,2
-906048.0,1316480.0,2
296208.0,431728.0,1
-509652.0,740520.0,2
-1045440.0,929280.0,2
-169884.0,246840.0,2
18128.0,134992.0,2
25168.0,102608.0,2
170368.0,372680.0,1
226224.0,8784.0,1
-115632.0,51480.0,2
215072.0,725296.0,1
129536.0,563200.0,1
247808.0,542080.0,1
314496.0,323712.0,1
-525184.0,563200.0,2
217800.0,1118040.0,1
-1765632.0,1796608.0,2
-694144.0,909568.0,2
-351384.0,351384.0,2
39204.0,701316.0,2
123904.0,271040.0,2
-12384.0,129984.0,2
-131296.0,140800.0,2
-525184.0,563200.0,2
638880.0,2129600.0,2
69960.0,967560.0,1
-926376.0,979616.0,2
-540386.0,708092.0,2
359370.0,385990.0,1
14080.0,1050368.0,2
-618816.0,916608.0,2
261888.0,267520.0,1
123904.0,271040.0,1
77440.0,169400.0,2
185130.0,269830.0,1
-463188.0,606936.0,2
82720.0,278960.0,1
-203940.0,263560.0,2
-118272.0,68992.0,2
433664.0,402688.0,1
380160.0,1151040.0,1
31185.0,-117260.0,2
319440.0,1064800.0,2
0.0,681472.0,1
-18634.0,577654.0,2
-56628.0,82280.0,2
-70512.0,-8896.0,2
447216.0,1490720.0,2
-228690.0,602580.0,2
-453024.0,658240.0,2
-282051.0,-84700.0,2
1047552.0,1070080.0,1
-1050368.0,1126400.0,2
3088.0,21296.0,1
182600.0,197560.0,1
487872.0,1498464.0,1
14520.0,74536.0,2
-1015056.0,367232.0,2
10560.0,-110000.0,1
185856.0,789888.0,1
769824.0,687456.0,1
-658845.0,585640.0,2
246840.0,1267112.0,2
263538.0,1317690.0,1
-1376892.0,745712.0,2
119680.0,573056.0,2
-7986.0,247566.0,1
-178992.0,178464.0,2
-203808.0,83072.0,2
-2129600.0,851840.0,2
21888.0,267648.0,1
196416.0,14784.0,2
915002.0,188518.0,1
-604395.0,-181500.0,2
380160.0,1151040.0,1
-26312.0,30272.0,2
-1874048.0,1874048.0,2
-50688.0,29568.0,2
234256.0,1171280.0,2
-1875984.0,1908896.0,2
273240.0,196680.0,1
-338800.0,295240.0,2
