val1,val2,last_matrix
448.0,320.0,2
1976.0,3192.0,2
192.0,576.0,2
128.0,176.0,2
-525.0,-287.0,2
304.0,912.0,2
704.0,2112.0,1
3072.0,6144.0,1
-352.0,-1088.0,1
-1120.0,-2688.0,1
2304.0,3168.0,1
-504.0,-812.0,1
66.0,108.0,1
-60.0,0.0,2
192.0,448.0,1
-48.0,192.0,2
-396.0,-1224.0,1
1344.0,2240.0,1
1088.0,576.0,2
-224.0,-364.0,1
6400.0,3840.0,2
-208.0,832.0,1
-672.0,-224.0,2
-288.0,1152.0,1
2560.0,3200.0,1
784.0,2240.0,1
1792.0,3584.0,2
544.0,880.0,1
5120.0,2560.0,2
3840.0,2304.0,2
150.0,228.0,1
-24.0,-40.0,1
1088.0,1462.0,1
2400.0,-480.0,2
576.0,1728.0,2
160.0,288.0,1
-384.0,384.0,2
-576.0,-928.0,1
1632.0,864.0,2
1920.0,5120.0,1
1536.0,768.0,2
576.0,2304.0,2
800.0,1440.0,2
2048.0,2560.0,2
784.0,560.0,2
784.0,1288.0,1
728.0,1144.0,1
112.0,184.0,1
384.0,1280.0,1
512.0,640.0,1
184.0,40.0,2
1536.0,2560.0,2
704.0,64.0,2
-95.0,-65.0,2
-308.0,-413.0,1
1872.0,3024.0,1
2720.0,4352.0,1
2112.0,192.0,2
1120.0,2016.0,1
-1568.0,-2464.0,1
3456.0,5760.0,1
0.0,80.0,1
1440.0,2304.0,1
144.0,156.0,1
1248.0,3328.0,1
1824.0,4864.0,1
364.0,896.0,1
-48.0,-60.0,1
736.0,544.0,2
-720.0,-1160.0,1
-288.0,-432.0,2
2240.0,3584.0,1
4096.0,2048.0,2
1920.0,3200.0,2
0.0,256.0,2
-3648.0,-4864.0,2
1920.0,3072.0,1
-180.0,-288.0,1
320.0,-64.0,2
1120.0,1512.0,1
56.0,128.0,1
-384.0,-512.0,2
1408.0,1760.0,1
-2560.0,0.0,2
-480.0,-720.0,2
960.0,1728.0,2
1536.0,2112.0,2
160.0,280.0,1
840.0,2400.0,1
2304.0,3168.0,2
-352.0,-704.0,2
-1536.0,0.0,2
1200.0,560.0,2
-120.0,-72.0,2
-413.0,-7.0,2
-3648.0,-4864.0,1
336.0,960.0,2
5760.0,3456.0,2
2816.0,5632.0,2
-504.0,24.0,2
2176.0,2992.0,2
384.0,528.0,2
-1008.0,-1624.0,1
448.0,448.0,2
-128.0,-176.0,1
-473.0,-407.0,2
108.0,4.0,2
2304.0,3840.0,2
4096.0,2048.0,2
-437.0,-817.0,1
544.0,408.0,1
-45.0,-3.0,2
-64.0,-256.0,1
-64.0,-84.0,1
4352.0,6528.0,2
-80.0,-48.0,2
-476.0,-812.0,1
-69.0,-129.0,1
2304.0,3744.0,1
-672.0,-224.0,2
-195.0,-315.0,1
276.0,60.0,2
1024.0,1664.0,1
1280.0,5120.0,1
1024.0,1472.0,1
196.0,252.0,2
384.0,624.0,2
-640.0,-1280.0,1
-480.0,-960.0,2
280.0,800.0,1
3840.0,2304.0,2
-32.0,-48.0,1
384.0,624.0,1
912.0,624.0,2
1280.0,2080.0,2
528.0,1536.0,1
2816.0,4224.0,1
-32.0,-16.0,2
-240.0,-384.0,2
-336.0,-176.0,2
-116.0,-52.0,2
512.0,1024.0,1
7680.0,7680.0,2
1664.0,2080.0,2
2080.0,1120.0,2
-896.0,-1408.0,1
864.0,672.0,2
1664.0,2688.0,1
1536.0,2112.0,2
588.0,952.0,1
5440.0,3264.0,2
1444.0,2280.0,1
884.0,-68.0,2
2560.0,1280.0,2
3072.0,1024.0,2
-160.0,-80.0,2
2304.0,3840.0,2
2640.0,240.0,2
2304.0,4608.0,2
576.0,448.0,2
0.0,240.0,1
1120.0,2016.0,1
-288.0,-480.0,1
2560.0,3520.0,1
-176.0,704.0,2
-1152.0,-1536.0,1
1824.0,4864.0,1
1280.0,1760.0,1
-384.0,384.0,2
-300.0,-480.0,1
-480.0,-720.0,2
-1624.0,-1064.0,2
0.0,5120.0,2
768.0,1280.0,1
1024.0,1536.0,2
-240.0,-576.0,1
224.0,96.0,2
80.0,144.0,2
-3.0,7.0,2
1536.0,3072.0,1
-116.0,-52.0,2
168.0,480.0,1
0.0,192.0,1
66.0,-72.0,1
1920.0,2560.0,1
-220.0,-352.0,2
-289.0,-476.0,1
90.0,160.0,1
2112.0,3520.0,2
320.0,960.0,2
-544.0,-816.0,2
-704.0,-704.0,1
3584.0,5376.0,1
-580.0,-260.0,2
1536.0,512.0,2
160.0,160.0,1
1920.0,2560.0,2
8192.0,8192.0,2
0.0,1088.0,2
512.0,1024.0,2
-1368.0,-2204.0,1
784.0,336.0,2
896.0,2560.0,1
3344.0,304.0,2
1920.0,1152.0,2
-2560.0,0.0,2
-144.0,-232.0,1
-704.0,-320.0,2
-816.0,-1392.0,1
256.0,768.0,2
80.0,240.0,2
392.0,1120.0,1
-1280.0,-1280.0,2
648.0,1008.0,1
640.0,2560.0,1
160.0,480.0,2
640.0,-128.0,2
3040.0,-608.0,2
-80.0,-128.0,1
168.0,480.0,1
1560.0,728.0,2
-70.0,-200.0,1
-480.0,-240.0,2
272.0,816.0,2
32.0,64.0,1
-240.0,48.0,2
0.0,640.0,1
-154.0,-238.0,2
112.0,196.0,1
560.0,1008.0,1
280.0,640.0,2
864.0,936.0,2
280.0,200.0,2
-320.0,-320.0,1
136.0,1632.0,1
-608.0,-912.0,2
532.0,380.0,2
4160.0,2496.0,2
3840.0,6400.0,2
2016.0,1568.0,2
2560.0,1536.0,2
-3840.0,0.0,2
-120.0,-480.0,1
1216.0,1748.0,1
-128.0,-192.0,1
1536.0,2560.0,1
768.0,1104.0,1
-153.0,-238.0,1
-1536.0,0.0,2
-64.0,-88.0,1
104.0,168.0,1
1024.0,4096.0,1
1872.0,1456.0,2
-32.0,-64.0,1
256.0,448.0,1
128.0,208.0,1
1800.0,280.0,2
30.0,50.0,1
528.0,912.0,1
224.0,352.0,1
2912.0,1568.0,2
1024.0,3072.0,2
3264.0,5440.0,1
20.0,12.0,2
440.0,760.0,1
-528.0,-240.0,2
-44.0,-136.0,1
-42.0,-96.0,1
-160.0,640.0,1
1620.0,60.0,2
-240.0,-300.0,1
832.0,1456.0,1
-256.0,-384.0,1
1024.0,1664.0,1
-560.0,-320.0,2
0.0,1024.0,1
896.0,1456.0,2
252.0,408.0,1
893.0,1406.0,1
-448.0,-672.0,2
2304.0,768.0,2
-120.0,24.0,2
1760.0,160.0,2
1536.0,1920.0,1
-192.0,-288.0,1
256.0,368.0,1
-99.0,-171.0,1
192.0,512.0,1
896.0,2688.0,1
-216.0,-360.0,1
1040.0,560.0,2
80.0,108.0,1
704.0,1012.0,1
1456.0,624.0,2
640.0,1024.0,1
32.0,56.0,1
470.0,740.0,1
168.0,272.0,1
-672.0,-224.0,2
368.0,80.0,2
-336.0,-528.0,1
468.0,-36.0,2
1936.0,176.0,2
416.0,416.0,1
-288.0,-464.0,1
1064.0,728.0,2
2720.0,-544.0,2
24.0,288.0,1
-560.0,-1344.0,2
432.0,-1008.0,2
6912.0,2304.0,2
460.0,100.0,2
3264.0,5440.0,2
0.0,1152.0,1
1280.0,2304.0,1
504.0,1152.0,1
-640.0,-1536.0,1
1748.0,380.0,2
800.0,1080.0,1
2288.0,208.0,2
2240.0,1600.0,2
1176.0,616.0,2
0.0,96.0,1
2240.0,1344.0,2
1584.0,144.0,2
192.0,270.0,1
180.0,36.0,2
2912.0,1568.0,2
784.0,336.0,2
416.0,224.0,2
2176.0,2720.0,1
840.0,1380.0,1
-160.0,-320.0,1
2112.0,192.0,2
448.0,736.0,1
40.0,80.0,1
64.0,256.0,1
-117.0,-189.0,1
-1904.0,-2992.0,1
608.0,608.0,1
-240.0,960.0,1
1152.0,3456.0,1
768.0,2048.0,1
864.0,672.0,2
3456.0,5760.0,1
3072.0,1024.0,2
15.0,9.0,2
-672.0,-1056.0,2
640.0,1920.0,2
384.0,1536.0,1
1792.0,2912.0,1
384.0,1536.0,2
-464.0,-240.0,2
-120.0,24.0,2
560.0,400.0,2
108.0,252.0,1
160.0,216.0,1
1104.0,240.0,2
88.0,256.0,1
-280.0,-160.0,1
384.0,1536.0,1
960.0,1680.0,1
48.0,576.0,1
3344.0,304.0,2
-140.0,-224.0,1
768.0,1152.0,1
272.0,144.0,2
25.0,64.0,1
-220.0,-300.0,1
1320.0,2280.0,1
30.0,50.0,1
