val1,val2,last_matrix
-14670.0,-3950.0,1
-35937.0,12519.0,1
-39648.0,-127840.0,2
-1176.0,3976.0,2
2592.0,-224.0,1
75336.0,31048.0,1
3237.0,-17719.0,2
24678.0,-1386.0,1
-1653.0,-5377.0,2
-378.0,-34370.0,2
-20961.0,84235.0,2
4971.0,14591.0,2
22680.0,1624.0,1
1869.0,4889.0,2
51210.0,-870.0,1
36252.0,-2436.0,1
-23952.0,124720.0,2
-15984.0,-126000.0,2
-44880.0,-12880.0,1
20808.0,8776.0,1
17010.0,64778.0,2
-51111.0,-16407.0,1
2736.0,560.0,1
-55482.0,-19418.0,1
-6840.0,-15320.0,2
-11640.0,-42520.0,2
4704.0,1120.0,1
1500.0,11084.0,2
-27285.0,103751.0,2
14388.0,1364.0,1
306990.0,-74754.0,1
31680.0,112832.0,2
98760.0,352040.0,2
2976.0,-3040.0,2
-32487.0,-9079.0,1
-194148.0,-691476.0,2
-4728.0,1352.0,1
-64305.0,15735.0,1
-8592.0,-79312.0,2
9975.0,3367.0,1
4752.0,-1008.0,1
-103728.0,-32816.0,1
32907.0,15883.0,1
260220.0,107260.0,1
-612.0,-15540.0,2
-2988.0,564.0,1
-26754.0,-77818.0,2
-28800.0,-104064.0,2
-66840.0,-27160.0,1
-142500.0,-10564.0,1
-36204.0,-118076.0,2
17205.0,56065.0,2
-1320.0,-1160.0,2
72798.0,29854.0,1
-996.0,-484.0,1
-9042.0,-69146.0,2
15480.0,121944.0,2
-29646.0,-12942.0,1
-76608.0,18112.0,1
-22002.0,-203642.0,2
-56121.0,13039.0,1
18105.0,7769.0,1
9840.0,3440.0,1
31860.0,115044.0,2
-131700.0,-37940.0,1
10488.0,-5320.0,1
3876.0,-892.0,1
-11805.0,635.0,1
-3264.0,-10688.0,2
-2736.0,-10480.0,2
29547.0,107023.0,2
8127.0,23555.0,2
41472.0,-11776.0,1
-990.0,-3590.0,2
-102867.0,-43571.0,1
1515.0,2495.0,2
-2052.0,-3572.0,2
187740.0,-16580.0,1
-12330.0,49550.0,2
-11448.0,904.0,1
684.0,140.0,1
-2550.0,-78574.0,2
-7098.0,-53794.0,2
-7656.0,3928.0,1
