946,995,1
130,502,1
15,423,1
608,73,0
223,340,1
325,174,0
71,538,1
500,155,0
43,132,1
676,820,1
346,872,1
403,714,1
781,391,0
63,98,1
862,254,0
185,978,1
627,742,1
537,29,0
874,304,0
610,503,0
289,254,0
863,808,0
939,90,0
399,981,1
728,316,0
496,805,1
316,489,1
809,410,0
606,224,0
395,972,1
154,56,0
144,146,1
267,941,1
301,408,1
136,412,1
483,724,1
328,387,1
690,691,1
799,643,0
203,790,1
222,623,1
663,574,0
337,536,1
590,310,0
994,370,0
670,302,0
650,75,0
803,12,0
102,25,0
907,213,0
148,715,1
700,715,1
754,979,1
499,495,0
169,626,1
359,722,1
212,180,0
53,162,1
678,188,0
97,357,1
325,982,1
625,719,1
248,445,1
478,372,0
324,623,1
927,758,0
905,367,0
328,272,0
724,156,0
751,154,0
951,318,0
4,175,1
347,284,0
237,624,1
476,211,0
677,632,0
727,395,0
581,125,0
174,319,1
514,686,1
128,88,0
115,127,1
192,319,1
86,679,1
661,877,1
929,558,0
909,839,0
575,753,1
889,598,0
157,63,0
763,877,1
823,220,0
825,1000,1
221,6,0
123,239,1
192,480,1
229,416,1
579,775,1
740,383,0
356,746,1
112,151,1
698,426,0
148,376,1
276,717,1
973,742,0
433,396,0
753,364,0
863,110,0
78,575,1
5,643,1
784,226,0
300,990,1
158,828,1
277,87,0
53,313,1
639,32,0
898,388,0
91,467,1
135,641,1
260,510,1
144,635,1
264,914,1
867,906,1
524,38,0
143,919,1
831,57,0
728,846,1
438,511,1
33,118,1
12,715,1
591,668,1
517,547,1
429,458,1
571,810,1
905,117,0
761,465,0
41,691,1
706,91,0
148,933,1
388,936,1
926,952,1
9,36,1
869,213,0
574,328,0
402,77,0
98,631,1
620,844,1
559,50,0
813,518,0
667,907,1
481,859,1
308,790,1
543,505,0
715,825,1
912,117,0
269,270,1
178,6,0
927,48,0
891,180,0
279,976,1
765,320,0
693,615,0
639,906,1
97,714,1
896,19,0
605,623,1
247,801,1
798,585,0
34,731,1
191,945,1
191,244,1
876,742,0
388,848,1
922,182,0
648,733,1
299,656,1
166,198,1
507,340,0
905,880,0
182,626,1
138,172,1
568,13,0
479,233,0
586,241,0
479,208,0
31,944,1
736,136,0
425,475,1
828,802,0
832,604,0
423,501,1
806,535,0
227,4,0
674,342,0
470,532,1
653,117,0
234,543,1
252,856,1
3,698,1
491,669,1
640,448,0
733,42,0
954,729,0
758,298,0
322,971,1
133,944,1
782,751,0
862,278,0
390,98,0
98,361,1
557,63,0
288,765,1
245,496,1
599,28,0
254,439,1
244,434,1
225,676,1
719,149,0
134,679,1
557,498,0
343,54,0
243,854,1
609,875,1
408,953,1
204,302,1
109,595,1
569,527,0
869,324,0
274,981,1
910,859,0
950,708,0
875,506,0
535,365,0
280,417,1
127,511,1
846,517,0
100,698,1
533,737,1
437,406,0
802,6,0
396,162,0
265,621,1
898,204,0
158,69,0
70,841,1
457,916,1
416,353,0
511,24,0
492,774,1
726,296,0
255,523,1
279,721,1
352,325,0
627,780,1
821,386,0
829,368,0
574,678,1
936,91,0
57,303,1
262,363,1
650,738,1
838,361,0
769,511,0
314,629,1
884,718,0
216,155,0
95,763,1
941,950,1
936,269,0
805,313,0
992,307,0
976,101,0
27,168,1
981,389,0
550,54,0
286,663,1
91,892,1
843,217,0
954,748,0
797,43,0
616,671,1
24,321,1
5,343,1
280,770,1
491,725,1
866,637,0
962,177,0
236,176,0
631,558,0
667,718,1
703,255,0
535,328,0
761,632,0
160,484,1
208,453,1
97,157,1
217,35,0
934,420,0
77,841,1
388,566,1
657,743,1
25,520,1
89,393,1
948,133,0
324,975,1
20,851,1
682,694,1
647,322,0
511,511,0
281,584,1
237,819,1
898,202,0
264,579,1
16,144,1
709,942,1
890,460,0
473,405,0
332,359,1
675,431,0
938,728,0
513,22,0
827,44,0
451,493,1
312,459,1
636,751,1
185,506,1
75,386,1
382,626,1
993,752,0
108,131,1
580,707,1
785,446,0
253,989,1
316,398,1
832,83,0
402,986,1
110,986,1
531,114,0
890,650,0
889,79,0
423,744,1
99,871,1
348,120,0
233,373,1
665,178,0
503,751,1
350,737,1
871,681,0
624,626,1
827,213,0
258,590,1
674,291,0
634,64,0
362,412,1
256,263,1
335,238,0
655,864,1
628,605,0
349,920,1
186,274,1
362,641,1
765,142,0
600,848,1
513,711,1
660,11,0
2,595,1
477,194,0
241,742,1
469,713,1
945,998,1
325,445,1
635,823,1
432,759,1
547,852,1
808,969,1
662,108,0
843,802,0
445,979,1
52,158,1
944,715,0
984,389,0
204,217,1
594,442,0
556,880,1
868,250,0
965,690,0
66,858,1
355,492,1
123,26,0
191,947,1
795,444,0
971,193,0
294,548,1
838,540,0
908,874,0
974,252,0
473,803,1
47,361,1
551,865,1
56,820,1
47,81,1
675,770,1
711,837,1
956,285,0
401,24,0
637,146,0
900,935,1
665,790,1
365,290,0
590,362,0
792,89,0
648,264,0
689,182,0
525,161,0
878,295,0
134,522,1
868,83,0
754,406,0
796,937,1
607,833,1
880,813,0
673,373,0
853,844,0
568,389,0
365,309,0
286,793,1
601,275,0
643,199,0
27,473,1
444,998,1
758,920,1
375,613,1
768,425,0
184,229,1
439,199,0
804,737,0
164,318,1
948,387,0
470,787,1
641,161,0
94,726,1
278,651,1
415,912,1
71,772,1
107,891,1
571,252,0
746,281,0
367,171,0
37,287,1
465,309,0
409,794,1
873,255,0
794,32,0
348,522,1
558,131,0
883,803,0
428,235,0
359,194,0
190,791,1
848,181,0
133,347,1
620,156,0
359,585,1
325,572,1
421,624,1
727,633,0
628,97,0
978,663,0
680,8,0
13,411,1
833,824,0
976,302,0
833,546,0
400,954,1
393,560,1
685,373,0
949,232,0
735,415,0
162,117,0
281,856,1
398,171,0
638,497,0
652,901,1
963,987,1
