256,945,0
817,152,1
695,801,0
432,104,1
2,579,0
875,235,1
289,64,1
522,727,0
693,480,1
337,462,0
859,944,0
953,2,1
561,855,0
782,423,1
90,562,0
367,340,1
767,288,1
392,474,0
713,482,1
557,517,1
101,313,0
176,855,0
605,671,0
81,522,0
693,451,1
233,735,0
244,269,0
710,518,1
496,366,1
781,844,0
20,15,1
289,634,0
644,55,1
250,560,0
589,415,1
957,358,1
39,338,0
830,859,0
966,523,1
522,530,0
333,601,0
473,810,0
56,215,0
978,616,1
786,661,1
81,335,0
902,210,1
382,643,0
468,231,1
784,820,0
551,442,1
772,252,1
526,959,0
921,716,1
902,885,1
248,820,0
671,498,1
830,501,1
473,987,0
359,142,1
638,804,0
562,956,0
24,334,0
642,539,1
572,462,1
500,983,0
908,868,1
438,961,0
168,29,1
388,212,1
597,397,1
770,137,1
527,58,1
412,502,0
487,267,1
367,736,0
717,778,0
732,228,1
296,689,0
467,987,0
493,603,0
714,124,1
508,97,1
67,34,1
225,924,0
237,557,0
555,87,1
644,347,1
560,376,1
986,96,1
184,593,0
486,134,1
540,138,1
732,472,1
591,559,1
278,264,1
276,89,1
30,230,0
650,558,1
240,600,0
971,564,1
232,205,1
469,411,1
947,479,1
655,368,1
300,511,0
219,907,0
378,338,1
309,761,0
201,753,0
843,378,1
883,526,1
772,390,1
57,763,0
968,147,1
6,141,0
995,306,1
445,70,1
347,183,1
87,582,0
352,103,1
634,669,0
754,317,1
494,859,0
956,432,1
209,595,0
320,275,1
554,431,1
345,731,0
193,855,0
423,196,1
721,82,1
947,924,1
1,612,0
931,9,1
993,700,1
248,892,0
897,277,1
495,225,1
71,879,0
896,670,1
974,322,1
687,218,1
471,503,0
563,400,1
695,467,1
110,718,0
316,503,0
834,904,0
623,819,0
346,116,1
937,211,1
701,914,0
310,686,0
38,347,0
778,968,0
823,246,1
862,203,1
294,91,1
284,964,0
210,103,1
137,605,0
931,247,1
501,759,0
12,111,0
444,363,1
348,982,0
269,739,0
356,221,1
465,408,1
931,598,1
197,591,0
130,255,0
360,547,0
210,992,0
78,913,0
558,231,1
206,317,0
667,143,1
522,914,0
261,244,1
960,146,1
704,382,1
446,612,0
288,194,1
710,258,1
598,522,1
91,594,0
952,786,1
137,512,0
850,270,1
22,494,0
471,201,1
969,449,1
964,529,1
554,578,0
121,569,0
359,679,0
203,356,0
792,161,1
62,218,0
901,499,1
171,370,0
423,979,0
469,525,0
463,621,0
637,295,1
890,823,1
947,463,1
215,458,0
759,341,1
671,639,1
126,35,1
495,726,0
323,637,0
317,998,0
249,366,0
65,682,0
956,950,1
42,649,0
350,160,1
886,70,1
14,883,0
974,236,1
964,673,1
886,113,1
627,890,0
418,5,1
518,886,0
147,40,1
821,836,0
214,184,1
81,361,0
363,260,1
25,827,0
135,803,0
980,907,1
565,134,1
528,545,0
159,405,0
600,63,1
326,525,0
480,801,0
858,953,0
906,76,1
452,67,1
171,794,0
157,259,0
361,545,0
202,430,0
349,892,0
213,50,1
410,13,1
231,584,0
441,860,0
180,617,0
885,485,1
657,182,1
465,810,0
780,198,1
468,355,1
202,67,1
450,726,0
477,557,0
768,880,0
875,63,1
683,874,0
365,322,1
876,127,1
579,109,1
713,461,1
642,941,0
364,494,0
816,533,1
389,933,0
978,490,1
184,694,0
559,489,1
518,40,1
772,713,1
154,153,1
394,379,1
475,909,0
168,912,0
980,703,1
580,717,0
362,886,0
482,101,1
797,291,1
36,594,0
818,93,1
491,656,0
929,510,1
659,978,0
650,163,1
916,913,1
68,4,1
584,82,1
418,553,0
433,659,0
130,362,0
821,208,1
391,717,0
200,592,0
438,508,0
113,368,0
956,992,0
650,199,1
30,314,0
815,664,1
532,285,1
347,304,1
251,950,0
133,509,0
142,706,0
632,71,1
81,996,0
650,615,1
446,642,0
11,227,0
194,352,0
272,619,0
766,445,1
475,288,1
322,854,0
248,100,1
916,697,1
634,36,1
475,355,1
103,247,0
932,740,1
43,362,0
495,502,0
89,883,0
808,868,0
407,457,0
736,523,1
709,125,1
582,523,1
19,478,0
178,735,0
553,624,0
694,661,1
360,90,1
611,937,0
694,969,0
126,752,0
920,203,1
603,628,0
947,272,1
638,906,0
934,554,1
942,831,1
873,682,1
41,849,0
253,147,1
840,347,1
245,780,0
752,124,1
583,272,1
44,2,1
232,420,0
169,752,0
569,615,0
895,8,1
660,61,1
609,469,1
158,440,0
73,614,0
60,17,1
756,294,1
58,109,0
564,525,1
42,536,0
594,590,1
752,874,0
845,603,1
300,383,0
258,230,1
559,227,1
944,453,1
438,713,0
600,517,1
523,814,0
796,855,0
121,504,0
965,936,1
878,989,0
372,803,0
900,328,1
339,312,1
582,714,0
683,146,1
168,355,0
352,635,0
717,947,0
678,747,0
744,136,1
920,457,1
445,64,1
70,368,0
105,793,0
650,365,1
413,876,0
138,159,0
778,916,0
652,167,1
280,873,0
107,323,0
127,819,0
274,347,0
461,603,0
917,39,1
271,710,0
168,502,0
278,795,0
61,823,0
217,262,0
455,107,1
756,969,0
281,347,0
433,26,1
552,722,0
533,378,1
559,1000,0
24,810,0
842,777,1
92,985,0
108,702,0
237,72,1
830,779,1
826,564,1
830,510,1
688,707,0
142,412,0
914,373,1
132,779,0
687,915,0
235,77,1
821,414,1
438,26,1
199,686,0
246,665,0
585,714,0
977,597,1
729,844,0
102,285,0
385,716,0
586,379,1
825,855,0
114,38,1
54,508,0
500,349,1
696,833,0
839,814,1
193,771,0
548,421,1
345,541,0
535,661,0
258,50,1
64,962,0
36,24,1
37,584,0
50,468,0
396,495,0
619,590,1
450,34,1
861,721,1
596,914,0
715,937,0
354,131,1
549,883,0
139,554,0
631,691,0
858,859,0
386,889,0
660,323,1
911,177,1
18,224,0
328,842,0
709,224,1
889,608,1
562,401,1
801,327,1
828,932,0
710,68,1
779,887,0
161,897,0
683,796,0
939,516,1
96,854,0
224,199,1
641,499,1
786,227,1
973,965,1
517,336,1
441,661,0
427,128,1
676,895,0
48,596,0
39,768,0
162,118,1
41,333,0
328,408,0
274,902,0
520,941,0
543,727,0
169,767,0
724,415,1
556,623,0
591,31,1
298,512,0
798,425,1
149,937,0
528,724,0
504,730,0
472,512,0
645,681,0
200,371,0
857,341,1
258,678,0
501,905,0
768,129,1
965,599,1
848,550,1
904,898,1
328,445,0
272,690,0
970,59,1
735,674,1
783,290,1
384,307,1
27,442,0
643,969,0
436,600,0
40,700,0
756,50,1
900,544,1
434,988,0
90,308,0
857,950,0
557,265,1
794,881,0
829,562,1
992,844,1
1000,464,1
905,676,1
506,454,1
163,143,1
337,719,0
594,395,1
590,380,1
83,202,0
434,385,1
288,619,0
543,396,1
19,671,0
404,54,1
780,600,1
883,26,1
776,247,1
979,138,1
442,71,1
359,615,0
550,263,1
124,737,0
804,260,1
677,155,1
857,975,0
473,906,0
622,341,1
659,795,0
785,79,1
682,310,1
985,826,1
222,784,0
190,284,0
632,238,1
829,311,1
691,88,1
67,225,0
144,852,0
221,996,0
915,29,1
194,545,0
47,483,0
133,294,0
38,765,0
708,933,0
481,614,0
355,719,0
586,647,0
980,425,1
907,218,1
65,722,0
227,60,1
73,367,0
206,954,0
39,356,0
985,277,1
690,890,0
873,828,1
87,829,0
262,733,0
388,301,1
64,208,0
126,829,0
117,299,0
373,313,1
796,323,1
324,871,0
30,882,0
450,300,1
61,151,0
698,940,0
853,766,1
455,879,0
274,445,0
749,468,1
317,948,0
380,821,0
132,354,0
310,528,0
434,683,0
269,354,0
367,288,1
85,698,0
80,943,0
609,222,1
669,639,1
666,490,1
798,19,1
427,680,0
946,253,1
39,185,0
438,323,1
438,406,1
366,295,1
494,717,0
363,260,1
478,832,0
607,629,0
985,531,1
533,610,0
317,638,0
931,871,1
642,606,1
373,942,0
703,750,0
449,396,1
728,500,1
651,413,1
157,895,0
418,103,1
853,697,1
717,291,1
683,64,1
29,376,0
23,9,1
165,400,0
784,696,1
552,313,1
252,411,0
227,569,0
242,768,0
732,223,1
446,114,1
279,321,0
231,480,0
465,549,0
294,451,0
776,862,0
763,957,0
278,206,1
455,904,0
46,858,0
635,134,1
751,275,1
926,905,1
977,373,1
529,428,1
906,463,1
641,329,1
462,849,0
837,212,1
498,753,0
379,708,0
319,515,0
253,361,0
549,969,0
592,749,0
564,466,1
349,891,0
593,737,0
167,868,0
130,904,0
689,573,1
740,194,1
140,523,0
24,978,0
552,412,1
617,360,1
433,533,0
796,527,1
556,940,0
877,440,1
831,606,1
537,139,1
648,400,1
628,11,1
20,558,0
626,938,0
987,835,1
673,500,1
775,830,0
648,573,1
726,900,0
546,978,0
829,850,0
401,251,1
445,957,0
392,325,1
211,256,0
987,255,1
140,812,0
745,651,1
932,275,1
506,186,1
886,519,1
820,525,1
425,652,0
519,469,1
675,318,1
843,98,1
462,86,1
313,593,0
