val1,val2,last_matrix
22.0,55.0,1
0.0,8.0,2
0.0,3.0,2
-19.0,-19.0,1
12.0,0.0,2
24.0,80.0,1
-4.0,-16.0,1
28.0,70.0,1
20.0,15.0,2
30.0,72.0,1
50.0,-20.0,2
5.0,10.0,2
-42.0,-98.0,2
105.0,238.0,1
15.0,36.0,1
9.0,18.0,2
98.0,56.0,2
-14.0,-7.0,2
204.0,144.0,2
-119.0,-289.0,1
6.0,21.0,1
20.0,15.0,1
15.0,-6.0,1
13.0,26.0,2
17.0,-17.0,1
0.0,1.0,1
-15.0,-45.0,1
0.0,14.0,2
-40.0,30.0,2
-170.0,119.0,2
-2.0,-2.0,2
18.0,45.0,1
42.0,28.0,2
-7.0,-21.0,1
-28.0,-63.0,1
-60.0,20.0,2
11.0,0.0,1
2.0,-2.0,1
-35.0,-21.0,2
-6.0,-6.0,2
12.0,8.0,2
-15.0,-15.0,2
40.0,96.0,1
10.0,0.0,2
-84.0,-60.0,1
24.0,18.0,2
30.0,-20.0,1
0.0,6.0,2
0.0,17.0,1
14.0,35.0,1
-34.0,17.0,2
-39.0,-91.0,1
5.0,10.0,2
-33.0,11.0,2
-98.0,-238.0,1
-15.0,-55.0,1
5.0,10.0,2
-7.0,-21.0,1
39.0,26.0,1
112.0,64.0,2
-144.0,-84.0,2
-2.0,-2.0,1
-1.0,-3.0,1
-14.0,-7.0,1
99.0,55.0,1
4.0,-4.0,2
20.0,-20.0,2
91.0,52.0,2
12.0,24.0,2
-7.0,-7.0,2
0.0,12.0,1
75.0,180.0,1
9.0,18.0,1
-156.0,-91.0,2
-9.0,-27.0,1
5.0,10.0,1
0.0,4.0,2
24.0,16.0,2
-13.0,-39.0,1
15.0,10.0,2
-56.0,-40.0,2
-204.0,-119.0,2
153.0,-119.0,2
22.0,16.0,2
238.0,-168.0,2
28.0,70.0,2
14.0,-14.0,1
-12.0,-36.0,2
0.0,2.0,1
-10.0,-5.0,2
10.0,20.0,1
-15.0,-60.0,1
-5.0,-5.0,1
-4.0,-16.0,1
306.0,180.0,2
-6.0,-6.0,2
0.0,9.0,1
475.0,266.0,2
-12.0,-36.0,1
6.0,-6.0,2
-20.0,-10.0,2
7.0,14.0,1
36.0,90.0,1
-6.0,-6.0,2
0.0,1.0,1
56.0,42.0,2
