val1,val2,last_matrix
-89607.0,75345.0,1
56800.0,-52688.0,1
215956.0,720863.0,2
514038.0,-1126482.0,1
-133114.0,-535325.0,2
36924.0,-59007.0,1
8848.0,1274.0,2
605862.0,-737118.0,1
886410.0,-748332.0,1
-488019.0,-2716719.0,2
78526.0,112343.0,2
-59458.0,173453.0,1
-71784.0,-380277.0,2
-12672.0,-38844.0,2
-42144.0,-42564.0,2
-31234.0,-140189.0,2
16100.0,47593.0,2
-357882.0,324534.0,1
272424.0,388824.0,2
160065.0,-151488.0,1
-58020.0,-269220.0,2
-18414.0,-3618.0,2
100460.0,-99490.0,1
921288.0,-869280.0,1
74505.0,288375.0,2
-3594.0,-5496.0,2
-77770.0,-253979.0,2
-123010.0,269390.0,1
-366012.0,-1542510.0,2
230634.0,-200772.0,1
147645.0,218205.0,2
154912.0,806576.0,2
31682.0,-38122.0,1
399432.0,-880800.0,1
-135052.0,133475.0,1
7195.0,7220.0,2
64902.0,-61440.0,1
51144.0,72822.0,2
-18930.0,-83940.0,2
12684.0,-23226.0,1
-106020.0,-559152.0,2
-78728.0,74296.0,1
3657.0,-4902.0,1
4908.0,-9240.0,1
37443.0,-98826.0,1
-47523.0,-52206.0,2
-12106.0,-35252.0,2
-7720.0,-36740.0,2
10305.0,86490.0,2
-4422.0,-20202.0,2
-194089.0,179522.0,1
-666520.0,1470620.0,1
106176.0,-44088.0,1
-636180.0,582240.0,1
79188.0,-72597.0,1
-200949.0,-1118649.0,2
-58669.0,71435.0,1
-52938.0,-274221.0,2
69540.0,313590.0,2
-429231.0,398706.0,1
139500.0,-236016.0,1
1612140.0,-1521660.0,1
-83122.0,-120419.0,2
220460.0,670000.0,2
825.0,-6540.0,2
14994.0,52560.0,2
-306901.0,-1589273.0,2
25182.0,-56628.0,1
190950.0,-134349.0,2
26272.0,50216.0,2
1200180.0,1703850.0,2
165144.0,-149982.0,1
-18249.0,29001.0,1
-1342910.0,1633660.0,1
-465120.0,430875.0,1
-207088.0,-296450.0,2
-48399.0,80580.0,1
-6951.0,14217.0,1
224565.0,-523281.0,1
-557712.0,827874.0,1
707670.0,3932658.0,2
10817.0,-10240.0,1
-1290.0,-83130.0,2
-108891.0,91422.0,1
-84480.0,252048.0,1
254424.0,371724.0,2
5831.0,-493.0,1
32424.0,714.0,2
-48756.0,-69468.0,2
171798.0,-9141.0,2
-157356.0,-880254.0,2
1104405.0,4932363.0,2
-2580.0,-166260.0,2
49881.0,63024.0,2
-14216.0,14050.0,1
-927030.0,1127670.0,1
-57546.0,136449.0,1
-9814.0,-51926.0,2
-13175.0,-68590.0,2
-354940.0,-1583660.0,2
-7752.0,17709.0,1
-93420.0,-284202.0,2
750.0,147.0,1
32598.0,137502.0,2
-10956.0,1380.0,2
-70440.0,-76152.0,2
6500.0,41041.0,2
226300.0,-213380.0,1
-32841.0,-126324.0,2
159861.0,-18174.0,2
7512.0,25860.0,2
-34935.0,-38595.0,2
38538.0,179676.0,2
15828.0,63552.0,2
10878.0,61077.0,2
-1886529.0,1786209.0,1
87087.0,450483.0,2
126060.0,653835.0,2
47.0,4402.0,2
-16368.0,-82560.0,2
49929.0,-110100.0,1
-251864.0,234403.0,1
9823.0,18164.0,2
2250.0,441.0,1
-54042.0,52275.0,1
27615.0,153960.0,2
192075.0,864165.0,2
402876.0,1354500.0,2
-446088.0,374964.0,1
156582.0,-365220.0,1
43209.0,130779.0,2
-210.0,-1545.0,2
77526.0,78534.0,2
668355.0,3714177.0,2
1902.0,-4200.0,1
-43332.0,94746.0,1
591304.0,-542465.0,1
62075.0,-76336.0,1
-305040.0,-404970.0,2
151248.0,-182688.0,1
27711.0,127809.0,2
-1240.0,-5024.0,2
-186979.0,176453.0,1
136023.0,-126732.0,1
54420.0,-44958.0,1
-84.0,2919.0,2
-17803.0,26144.0,1
15414.0,133392.0,2
-59022.0,61182.0,1
-13005.0,28224.0,1
-142245.0,-474975.0,2
119688.0,-113340.0,1
-5908.0,18914.0,1
2475.0,13320.0,2
-27340.0,28370.0,1
41436.0,-18972.0,2
-35265.0,-158730.0,2
-97812.0,-40806.0,2
18680.0,79060.0,2
93045.0,-37590.0,1
-193135.0,425390.0,1
-326.0,988.0,1
-69656.0,83632.0,1
25534.0,85085.0,2
4108.0,-9347.0,1
371.0,325.0,2
256100.0,1152220.0,2
-19600.0,-45380.0,2
-51126.0,46362.0,1
600090.0,851925.0,2
-12618.0,-66762.0,2
-43064.0,40714.0,1
126096.0,-13200.0,2
1698.0,2172.0,2
323.0,427.0,2
115770.0,-114468.0,1
-6047190.0,5702508.0,1
5898.0,33603.0,2
1634.0,-1246.0,1
10815.0,-11676.0,1
-86340.0,-344580.0,2
-231824.0,-1206016.0,2
1448964.0,2117520.0,2
-42378.0,39882.0,1
10716.0,629679.0,2
3160.0,-7190.0,1
-7500.0,-247830.0,2
-84260.0,-84340.0,2
-1611492.0,1960392.0,1
-2876.0,-3850.0,2
-102490.0,96575.0,1
37512.0,-9594.0,2
-84336.0,-437088.0,2
-417264.0,46464.0,2
1091712.0,-920688.0,1
-1130148.0,1377288.0,1
103227.0,435423.0,2
-6540.0,-29100.0,2
26766.0,88902.0,2
-32403.0,71547.0,1
383175.0,508905.0,2
-115760.0,162970.0,1
4626.0,7983.0,2
-6000.0,-17166.0,2
4494.0,140784.0,2
-1017.0,666.0,2
-232920.0,513495.0,1
60300.0,-42426.0,2
-39870.0,-201996.0,2
-63360.0,189036.0,1
-202212.0,80424.0,1
35431.0,51821.0,2
-92360.0,10340.0,2
-111522.0,93741.0,1
3624.0,7536.0,2
-1112436.0,1353204.0,1
-236360.0,216436.0,1
-1784352.0,1499856.0,1
11880.0,-8694.0,1
46673.0,-43450.0,1
-332.0,595.0,1
218652.0,-11634.0,2
-185904.0,275958.0,1
