val1,val2,last_matrix
85970.0,174970.0,2
-2835.0,-999.0,1
-5265.0,2349.0,1
-103680.0,51336.0,1
122400.0,95220.0,2
454944.0,89803.0,1
114696.0,271674.0,2
-34992.0,5589.0,1
33048.0,12636.0,1
828576.0,428688.0,1
11664.0,15228.0,1
24930.0,152010.0,2
-134325.0,-37935.0,1
-64935.0,312930.0,2
330900.0,429840.0,2
11745.0,24300.0,2
-54864.0,-39528.0,2
-36216.0,-3396.0,1
37791.0,140454.0,2
2754.0,1053.0,1
-4995.0,2655.0,1
11016.0,55539.0,1
4374.0,11178.0,1
-21195.0,-19530.0,1
12960.0,30060.0,1
-16686.0,4752.0,1
-8019.0,-3159.0,2
132030.0,-242265.0,2
27594.0,20412.0,1
-82296.0,-59292.0,2
3738.0,273770.0,2
45603.0,-31158.0,2
-4860.0,37584.0,1
-25524.0,71532.0,2
52150.0,-256998.0,2
413916.0,-164112.0,2
4536.0,10206.0,1
214830.0,355698.0,2
-23004.0,99576.0,1
243.0,243.0,1
1620.0,6480.0,2
-373248.0,-118224.0,1
1215.0,5994.0,2
-20952.0,45252.0,1
-145665.0,-34155.0,1
1809.0,7047.0,2
8442.0,48762.0,2
-6696.0,8748.0,2
94608.0,101088.0,1
103680.0,181116.0,2
151794.0,369414.0,2
125955.0,-325890.0,2
190404.0,36216.0,1
13365.0,1917.0,1
38232.0,49734.0,2
729.0,13122.0,2
3375.0,3780.0,1
33552.0,124128.0,2
113055.0,123675.0,2
-30303.0,146034.0,2
-50112.0,18000.0,1
4914.0,181062.0,2
10875.0,-558.0,2
-161820.0,39420.0,2
4131.0,3357.0,2
5940.0,23004.0,2
-10431.0,125058.0,2
-11502.0,6642.0,1
-11610.0,22545.0,2
-6318.0,15552.0,2
-3996.0,1116.0,1
-10890.0,5265.0,2
98982.0,66339.0,1
-486.0,810.0,1
-2592.0,88290.0,2
104193.0,159732.0,2
-41310.0,173259.0,2
-12393.0,10449.0,1
-19170.0,38610.0,2
144738.0,327267.0,2
-14013.0,-4941.0,1
-32040.0,33750.0,2
387846.0,297810.0,2
-13446.0,50208.0,2
-420831.0,-108414.0,1
-57915.0,-14256.0,1
47952.0,21888.0,1
44244.0,-137940.0,2
-20898.0,6561.0,2
-215460.0,-79920.0,1
29142.0,-43452.0,2
-24030.0,110772.0,2
-28944.0,269280.0,2
581418.0,88110.0,1
1602.0,117330.0,2
5058.0,112590.0,2
42390.0,27594.0,1
166860.0,103950.0,1
95310.0,507240.0,2
-83448.0,20577.0,1
-3615.0,7632.0,2
366299.0,281265.0,2
-66744.0,19008.0,1
14985.0,11880.0,1
-45441.0,27540.0,1
271800.0,367488.0,2
-17496.0,-10449.0,2
30735.0,-17865.0,2
-114300.0,371040.0,2
12150.0,25920.0,2
14430.0,119110.0,2
3888.0,10368.0,1
-112671.0,-28860.0,1
-17496.0,-6480.0,2
77427.0,-241395.0,2
29916.0,32220.0,2
-99630.0,45279.0,1
17910.0,19530.0,1
121581.0,224181.0,2
-36423.0,-342.0,1
5103.0,3402.0,1
-22950.0,96255.0,2
-52893.0,-3321.0,1
-32157.0,-93474.0,2
-13716.0,-639.0,1
9747.0,12483.0,1
102384.0,188784.0,2
-49896.0,-22896.0,1
-34749.0,11232.0,1
26142.0,34130.0,1
5103.0,2673.0,1
-4743.0,981699.0,2
-594.0,10476.0,2
-34803.0,50922.0,2
-19926.0,-16200.0,2
-6696.0,-68364.0,2
-137547.0,33507.0,2
99162.0,64386.0,1
8424.0,38988.0,2
-117936.0,-49725.0,1
22122.0,31914.0,2
-444555.0,20520.0,1
-43146.0,-7803.0,1
117045.0,-193005.0,2
-34263.0,133407.0,2
486.0,3888.0,1
-303336.0,-1800.0,1
-65043.0,-3861.0,1
-13068.0,6318.0,2
414432.0,493488.0,2
-105165.0,48393.0,1
-376533.0,-97002.0,1
-15228.0,59292.0,2
185328.0,171873.0,1
70371.0,103761.0,2
-43596.0,13041.0,2
932148.0,482274.0,1
332940.0,213300.0,2
-31185.0,-14310.0,1
81018.0,73962.0,1
1356642.0,205590.0,1
-862353.0,-342.0,1
-312579.0,-12393.0,1
-64233.0,-67743.0,2
452979.0,312417.0,1
305775.0,413424.0,2
1539.0,77976.0,2
-53460.0,31860.0,2
26865.0,29295.0,1
-94050.0,-18579.0,1
131418.0,42252.0,1
972.0,2187.0,1
-40338.0,150624.0,2
-263250.0,19170.0,1
31860.0,51840.0,2
448578.0,-204930.0,2
5112.0,7821.0,1
95742.0,149364.0,2
252447.0,360867.0,2
-12312.0,-27492.0,2
31266.0,316710.0,2
976440.0,40980.0,1
396.0,12798.0,2
-28215.0,103356.0,2
19050.0,52344.0,2
5832.0,13122.0,2
-5319.0,1107.0,1
-101061.0,4446.0,1
45198.0,41148.0,1
-93336.0,16680.0,1
91290.0,615690.0,2
-10935.0,-1296.0,1
60179.0,122479.0,2
442638.0,162162.0,1
72903.0,63783.0,2
-270378.0,-1080.0,1
621432.0,321516.0,1
-33048.0,192321.0,2
-102540.0,253440.0,2
-3402.0,1701.0,1
142128.0,58104.0,1
-173916.0,-56592.0,2
