val1,val2,last_matrix
22680.0,30600.0,1
-1728.0,5184.0,2
-378.0,-3654.0,1
3402.0,10854.0,1
4563.0,1053.0,1
2520.0,5544.0,1
8400.0,20280.0,1
-3402.0,3726.0,2
-2025.0,-5535.0,1
462.0,4950.0,2
774.0,486.0,2
10098.0,-20790.0,2
-318.0,-2406.0,2
-10962.0,-7182.0,1
3880.0,6600.0,2
756.0,5940.0,2
-945.0,-2331.0,1
-1824.0,-4512.0,1
-324.0,-972.0,1
14580.0,13500.0,1
270.0,-2538.0,2
216.0,1944.0,2
2232.0,5400.0,1
-1440.0,1440.0,2
-2025.0,-729.0,2
2016.0,5376.0,1
2268.0,6228.0,1
2936.0,3960.0,2
11250.0,15210.0,2
-855.0,-1539.0,2
-360.0,-10440.0,2
-2304.0,-6912.0,1
-2025.0,-5535.0,1
264.0,2904.0,2
4928.0,11924.0,1
-10944.0,9792.0,2
3528.0,9240.0,1
5670.0,2970.0,1
4554.0,13266.0,1
1584360.0,-1098360.0,2
2268.0,5460.0,1
-360.0,1080.0,2
-3801.0,-9177.0,1
4947.0,8415.0,2
3672.0,7128.0,2
-3468.0,-1836.0,2
6237.0,-5103.0,2
125388.0,-88452.0,2
-432.0,4752.0,2
4410.0,10350.0,1
822.0,1986.0,1
-7866.0,-9234.0,2
-148770.0,68742.0,2
12474.0,6534.0,1
14175.0,-9477.0,2
621.0,1611.0,1
-2880.0,-7488.0,1
-1890.0,-4998.0,1
-3321.0,-8667.0,1
3346.0,8078.0,1
-2718.0,-6462.0,1
-4050.0,-10530.0,2
-3420.0,-8460.0,1
468.0,4212.0,2
-3780.0,-10668.0,1
2270.0,5350.0,1
11985.0,28917.0,1
144.0,1296.0,2
-2610.0,-4290.0,2
12555.0,-14985.0,2
2667.0,4095.0,2
2871.0,7095.0,1
798.0,198.0,2
22248.0,16200.0,2
-1080.0,-216.0,2
11880.0,-9720.0,2
-108.0,-1044.0,1
-270.0,1710.0,1
12000.0,28704.0,1
48384.0,-34560.0,2
-7866.0,-20862.0,1
