val1,val2,last_matrix
110565.0,373005.0,1
5184.0,18468.0,1
13365.0,24300.0,2
108.0,360.0,2
42120.0,160380.0,1
235467.0,300105.0,2
118827.0,152361.0,2
107406.0,42471.0,2
4275.0,109782.0,1
27702.0,1836.0,2
36.0,360.0,2
3645.0,2025.0,2
10800.0,49248.0,1
110565.0,419175.0,1
109350.0,15552.0,2
11907.0,37422.0,1
8775.0,33696.0,1
145233.0,516780.0,1
4050.0,4590.0,2
6426.0,65205.0,1
41310.0,17280.0,2
53460.0,23220.0,2
18360.0,186300.0,1
16632.0,63180.0,1
13932.0,8856.0,2
31428.0,41472.0,2
10800.0,49248.0,1
13608.0,17739.0,2
24.0,720.0,1
145233.0,516780.0,1
54432.0,96228.0,2
2214.0,9072.0,1
4158.0,19278.0,1
2673.0,18711.0,2
28917.0,110565.0,1
42237.0,252909.0,1
2025.0,21384.0,1
15552.0,60507.0,1
318087.0,1131894.0,1
9720.0,1368.0,2
1485.0,5670.0,1
22113.0,6669.0,2
1944.0,378.0,2
177633.0,276777.0,2
36.0,117.0,1
405.0,180.0,2
393660.0,675.0,2
7128.0,24624.0,1
18792.0,24840.0,2
630.0,3591.0,1
64233.0,75114.0,2
252.0,819.0,2
7560.0,43335.0,1
243.0,108.0,2
15903.0,22059.0,2
8964.0,27108.0,1
234.0,6534.0,1
11016.0,19440.0,2
54756.0,205740.0,1
348138.0,1147608.0,1
315.0,22815.0,1
4158.0,22680.0,1
66690.0,234117.0,1
8640.0,32805.0,1
34749.0,4257.0,2
78732.0,306180.0,1
2025.0,7290.0,1
26163.0,35802.0,2
33210.0,332910.0,1
62694.0,79218.0,2
4617.0,8262.0,2
62208.0,78732.0,2
9639.0,5049.0,2
34425.0,34965.0,2
44280.0,254340.0,1
3645.0,4590.0,2
306.0,1071.0,1
459108.0,1740609.0,1
36720.0,48816.0,2
972.0,14094.0,2
30618.0,1782.0,2
10206.0,32076.0,1
6237.0,10206.0,2
16524.0,90396.0,1
29160.0,11664.0,2
27459.0,86022.0,1
87480.0,332100.0,1
48.0,78876.0,1
64152.0,228744.0,1
4212.0,16200.0,1
12960.0,334125.0,1
1008.0,73008.0,1
6318.0,819.0,2
18630.0,147015.0,1
45.0,8883.0,1
34020.0,60750.0,2
1539.0,15552.0,1
11664.0,44226.0,1
29160.0,3672.0,2
1710.0,5301.0,1
1053.0,1323.0,2
702.0,6534.0,2
1404.0,585.0,2
2511.0,2835.0,2
52488.0,810.0,2
3888.0,252.0,2
40824.0,17739.0,2
8748.0,4536.0,2
158355.0,563193.0,1
45927.0,3159.0,2
162.0,180.0,2
997272.0,46683.0,2
52560.0,157752.0,1
684.0,855.0,2
38475.0,23598.0,2
4743.0,19737.0,1
1701.0,2673.0,2
10935.0,17496.0,2
3078.0,1296.0,2
873.0,10152.0,1
1755.0,17901.0,1
8424.0,10584.0,2
11349.0,66690.0,1
102060.0,5940.0,2
243.0,2268.0,2
26325.0,33696.0,2
72.0,5904.0,2
39609.0,212868.0,1
36531.0,366201.0,1
189297.0,79002.0,2
70416.0,390096.0,1
26892.0,101412.0,1
1071.0,8721.0,1
8019.0,1134.0,2
16740.0,17460.0,2
