val1,val2,last_matrix
-217728.0,-326592.0,2
45360.0,68040.0,2
429624.0,-132192.0,1
277830.0,416745.0,2
-246960.0,-370440.0,1
151632.0,227448.0,2
105840.0,158760.0,1
928746.0,-285768.0,1
-169344.0,-254016.0,2
93296.0,139944.0,2
77616.0,116424.0,1
515970.0,-158760.0,1
36288.0,54432.0,2
-321048.0,98784.0,1
-163296.0,-244944.0,2
13104.0,-4032.0,1
222264.0,333396.0,2
288120.0,432180.0,2
91728.0,137592.0,1
-98496.0,-147744.0,2
361179.0,-111132.0,1
-383292.0,117936.0,1
515970.0,-158760.0,1
-124852.0,38416.0,1
-137592.0,-206388.0,1
-412776.0,127008.0,1
-211680.0,-317520.0,1
-412776.0,127008.0,1
-285768.0,-428652.0,2
-324324.0,99792.0,1
-343980.0,105840.0,1
172368.0,258552.0,1
-82320.0,-123480.0,1
-95256.0,-142884.0,2
-20736.0,-31104.0,2
-31752.0,-47628.0,2
42336.0,63504.0,2
-26880.0,-40320.0,2
-137592.0,-206388.0,1
144144.0,-44352.0,1
-252252.0,77616.0,1
-454818.0,139944.0,1
-103680.0,-155520.0,2
-36288.0,-54432.0,2
-77760.0,-116640.0,2
-209916.0,-314874.0,2
-91728.0,28224.0,1
-26208.0,8064.0,1
196560.0,-60480.0,1
183456.0,-56448.0,1
-49392.0,-74088.0,2
117936.0,-36288.0,1
-206388.0,-309582.0,1
1127763.0,-347004.0,1
31104.0,46656.0,2
-24696.0,-37044.0,1
-81648.0,-122472.0,2
-133770.0,41160.0,1
-619164.0,190512.0,1
35280.0,52920.0,2
-206388.0,-309582.0,2
147744.0,221616.0,2
280917.0,-86436.0,1
-136080.0,-204120.0,1
280917.0,-86436.0,1
-183456.0,56448.0,1
39168.0,58752.0,2
-34560.0,-51840.0,2
-201096.0,-301644.0,2
56448.0,84672.0,2
42336.0,63504.0,2
14336.0,21504.0,2
-29484.0,9072.0,1
-252252.0,77616.0,1
-435708.0,134064.0,1
107016.0,-32928.0,1
-88452.0,27216.0,1
48384.0,72576.0,2
-265356.0,81648.0,1
825552.0,-254016.0,1
-25088.0,-37632.0,2
99792.0,149688.0,2
91728.0,137592.0,1
-187278.0,57624.0,1
-131712.0,-197568.0,1
-272160.0,-408240.0,2
265356.0,-81648.0,1
370440.0,555660.0,2
54432.0,81648.0,2
-40824.0,-61236.0,2
-435708.0,134064.0,1
-179928.0,-269892.0,1
670761.0,-206388.0,1
36288.0,54432.0,2
63504.0,95256.0,2
-44352.0,-66528.0,2
-343980.0,105840.0,1
-160524.0,49392.0,1
-366912.0,112896.0,1
244608.0,-75264.0,1
-52920.0,-79380.0,2
601965.0,-185220.0,1
-244944.0,-367416.0,2
-12544.0,-18816.0,1
452466.0,678699.0,2
117936.0,176904.0,2
305760.0,-94080.0,1
1326780.0,-408240.0,1
152880.0,-47040.0,1
9072.0,13608.0,2
48384.0,72576.0,2
-116424.0,-174636.0,1
-24192.0,-36288.0,2
-435708.0,134064.0,1
-3456.0,-5184.0,2
-131712.0,-197568.0,2
-88452.0,27216.0,1
-412776.0,127008.0,1
94080.0,141120.0,2
58968.0,-18144.0,1
134064.0,201096.0,1
37632.0,56448.0,1
114912.0,172368.0,2
-31752.0,-47628.0,2
-204120.0,-306180.0,2
-27216.0,-40824.0,2
55566.0,83349.0,2
-442260.0,136080.0,1
114912.0,172368.0,2
49392.0,74088.0,1
428652.0,642978.0,2
277830.0,416745.0,2
-21504.0,-32256.0,2
77616.0,116424.0,2
23328.0,34992.0,2
181440.0,272160.0,2
26112.0,39168.0,2
78624.0,-24192.0,1
-190512.0,-285768.0,2
39312.0,-12096.0,1
74880.0,-23040.0,1
26208.0,-8064.0,1
77616.0,116424.0,1
196560.0,-60480.0,1
198744.0,-61152.0,1
96768.0,145152.0,2
63504.0,95256.0,2
306180.0,459270.0,1
-24192.0,-36288.0,2
9072.0,13608.0,2
27216.0,40824.0,2
36288.0,54432.0,2
-116424.0,-174636.0,2
77616.0,116424.0,1
980343.0,-301644.0,1
141120.0,211680.0,2
-6272.0,-9408.0,1
23520.0,35280.0,1
38880.0,58320.0,2
-34944.0,-52416.0,2
120960.0,181440.0,2
796068.0,-244944.0,1
-17496.0,-26244.0,2
132192.0,198288.0,2
-275184.0,84672.0,1
393120.0,-120960.0,1
-389844.0,119952.0,1
166698.0,250047.0,2
91728.0,-28224.0,1
-74088.0,-111132.0,1
114912.0,172368.0,2
-235872.0,72576.0,1
-187278.0,57624.0,1
