val1,val2,last_matrix
68460.0,123920.0,2
88512.0,30600.0,2
134592.0,99632.0,2
2939490.0,545958.0,2
-5320.0,26516.0,2
15230.0,11460.0,2
5364.0,18936.0,2
802.0,550.0,1
132924.0,22876.0,1
5514.0,3054.0,1
5888.0,8568.0,2
-1672.0,16264.0,1
42160.0,45360.0,1
88164.0,20772.0,2
86540.0,-650.0,2
6678.0,6462.0,1
1232.0,2800.0,1
148932.0,48096.0,1
611008.0,675392.0,2
246456.0,12888.0,2
3992.0,2360.0,1
7878.0,10738.0,1
2176.0,5248.0,1
191355.0,239100.0,2
15424.0,21024.0,2
26154.0,11148.0,2
75972.0,70596.0,2
155220.0,146040.0,2
32795.0,25005.0,1
18696.0,16392.0,1
-14904.0,17352.0,1
28144.0,22944.0,2
39520.0,5820.0,2
1124.0,1840.0,2
29104.0,19856.0,1
135104.0,47552.0,1
48972.0,8428.0,1
2644.0,1436.0,2
13280.0,8096.0,1
48744.0,65688.0,1
2270.0,3284.0,2
94164.0,43016.0,2
20688.0,14128.0,1
22656.0,25932.0,2
19500.0,10440.0,2
105488.0,72608.0,2
3033.0,5094.0,2
100604.0,61236.0,1
355232.0,449446.0,2
43932.0,13076.0,2
1296.0,1584.0,1
3568.0,6144.0,2
71682.0,45994.0,1
26432.0,28672.0,1
2340.0,17832.0,2
99120.0,31398.0,2
5632.0,6144.0,1
21402.0,14910.0,2
14016.0,5844.0,2
45616.0,99488.0,2
18370.0,390.0,1
4190.0,11180.0,2
19952.0,12176.0,1
35568.0,10816.0,1
229128.0,253272.0,2
-64.0,2880.0,1
106938.0,-7038.0,1
77740.0,6604.0,1
6756.0,1044.0,1
92592.0,31408.0,1
3036.0,7956.0,1
24430.0,8806.0,1
3256.0,33440.0,2
21408.0,3864.0,2
790.0,890.0,1
37408.0,53956.0,2
361840.0,-1300.0,2
9880.0,8920.0,1
162720.0,91560.0,1
14640.0,6320.0,1
21420.0,20500.0,1
6100.0,3740.0,1
31968.0,828.0,2
20930.0,17190.0,1
48528.0,21408.0,1
121530.0,118440.0,2
1038.0,2668.0,2
56924.0,23764.0,2
50616.0,34152.0,1
39670.0,8010.0,1
20366.0,23256.0,2
1896.0,1384.0,1
13220.0,25880.0,2
44892.0,27396.0,1
-76.0,500.0,1
7998.0,9940.0,2
